"ACTR3B","ANLN","BAG1","BCL2","BIRC5","BLVRA","CCNB1","CCNE1","CDC20","CDC6","NUF2","CDH3","CENPF","CEP55","CXXC5","EGFR","ERBB2","ESR1","EXO1","FGFR4","FOXA1","FOXC1","GPR160","GRB7","KIF2C","NDC80","KRT14","KRT17","KRT5","MAPT","MDM2","MELK","MIA","MKI67","MLPH","MMP11","MYBL2","MYC","NAT1","ORC6L","PGR","PHGDH","PTTG1","RRM2","SFRP1","SLC39A6","TMEM45B","TYMS","UBE2C","UBE2T"
2.42775,2.877667,-0.35175,0.075875,1.2362,-1.832125,1.27475,3.428375,1.9491,0.882333,3.16675,2.5735,2.813636,2.212167,-2.180167,2.0329,-1.284,-4.057083,1.48675,-0.651167,-6.606,3.225625,-1.773833,-1.0989,1.11125,2.721923,1.117571,1.2482,4.1458,-0.914125,-0.240083,1.345444,4.7375,0.7955,-4.518375,-0.618167,3.05075,1.221875,-4.4423,1.902364,-3.1445,3.264625,0.780667,0.5635,3.88075,-1.316,-3.072,1.934,1.747125,2.002167
-0.214375,-2.3605,0.66975,0.690625,-1.9422,0.792875,-1.88475,-1.10525,-1.3112,-1.894167,0.1215,-0.85225,-2.105727,-2.136333,0.103,7e-04,0.00375,1.412417,-1.98125,-0.873,0.177,0.346938,0.107,-0.6961,-1.79475,-2.325077,0.895786,-0.4271,0.152,0.46225,-0.283667,-2.523222,0.14825,-1.38775,0.968,-0.571,-1.45125,-0.13025,1.7958,-1.098909,1.695833,0.217125,-1.704,-1.902375,0.69475,0.4547,-1.108375,-1.320125,-1.880875,-2.506167
-0.783875,-1.551,0.703,1.615625,-0.791933,0.235,-1.06125,-0.37375,-1.6248,-0.473333,0.8215,-0.385,-1.55,-1.941,1.186333,-0.712,0.497375,1.296417,-1.20825,-0.746167,0.832125,-0.474938,-0.506667,0.5826,-1.87625,-1.046231,0.682786,0.694,0.5098,0.26675,-0.292917,-1.633556,0.27625,-0.7855,1.204625,-0.618667,-0.4575,0.32725,0.8739,-0.561636,0.914667,-2.247875,-1.191167,-1.38225,-1.245875,0.9971,-0.44875,-0.980375,-0.796,-1.295
-0.16425,0.571333,1.818,2.392625,1.846133,1.349625,0.57275,-0.228125,-0.238,0.689667,0.643625,-1.54825,0.556,0.763667,1.537167,-0.6294,-0.034125,0.726083,0.23025,-0.9125,0.4595,-0.449562,0.185833,0.1388,0.13725,0.656923,-0.093714,-0.6421,-0.2429,1.059875,1.096333,1.136222,0.01075,1.85325,0.924625,0.656833,0.741375,0.284687,1.3821,0.603455,2.465167,-1.906375,1.126333,-0.147125,0.720375,4.1688,-0.645125,1.257625,0.93775,1.604833
-0.168,1.984667,-1.0005,-3.013875,1.914467,-0.74825,0.7745,1.778,2.4894,0.992333,1.353375,2.54375,1.307273,1.840167,-1.033833,2.0297,-0.520125,-4.750083,1.17025,-0.066333,-5.710625,3.871875,-2.2045,-0.3321,2.06275,1.085538,3.148286,3.8132,4.1994,-1.758625,0.241917,1.406222,3.79125,1.41175,-3.445625,0.969333,1.73475,-0.26175,-2.9231,0.529364,-0.601833,2.1225,0.822333,1.514375,4.187875,-2.3183,-2.7815,1.567875,1.41575,0.223667
0.00825,0.302167,0.33375,-0.126125,-0.146867,0.27125,0.92175,-0.5405,0.046,-0.170333,0.00175,-2.28325,0.463,0.1565,-0.011833,-0.5796,0.34075,0.891917,-0.26075,0.591667,0.0895,-0.736125,0.308667,-0.2102,-0.071,0.018923,-0.611214,-0.5322,-0.4984,1.060286,-0.068917,0.050778,-0.8755,0.40675,1.102125,1.521833,-1.0215,0.09475,2.8027,-0.937364,2.302333,0.70725,-0.314167,0.437,-2.228,3.289,0.642625,0.9335,-0.17625,0.138167
0.50625,-0.693833,-0.2715,-0.059625,-0.452,0.858375,-0.49125,-1.017375,-0.182,-0.466833,-0.128375,-1.21,-0.114,-0.4895,0.8035,0.5526,0.442875,1.091583,-0.47375,-0.919167,0.270875,2.0405,0.887833,0.4857,-0.45,-0.482077,0.8135,0.4634,0.8792,0.565,-0.32375,-0.750778,-0.09375,-0.21125,0.997625,-1.025,-0.583875,0.532438,1.5983,-0.952727,1.092167,0.461375,-0.718167,-0.5855,2.360125,1.2658,-0.181625,-0.436125,0.004,-0.768833
0.01525,1.251333,0.25625,-1.799125,0.533333,-0.118125,0.20225,3.459,0.9304,0.252333,2.2405,2.973,1.247,1.336,-0.218167,2.71,-0.342875,-3.575833,0.266,0.408167,-7.06825,2.094812,-2.929333,-0.0055,1.239,0.704692,-0.812429,0.527,1.3735,-1.698875,0,2.142444,-1.14875,1.251,-4.6965,0.350167,1.8075,0.617062,-3.8759,0.291636,-2.184833,0.077375,0.976,0.602875,-0.174375,-2.4379,-1.883875,0.152,1.674,0.048
-0.721,0.274833,-0.0875,-2.819,-0.7526,0.52275,-0.12225,0.081125,0.7701,2.749167,1.199,0.45625,-0.053818,-0.0685,-0.620333,0.2103,3.014,-0.247833,0.10125,0.633167,0.867875,-2.017375,1.548833,2.6494,-0.9965,0.269462,-1.084071,-1.3777,-1.6632,-1.09925,0.394667,0.155222,-2.23725,-1.14,0.241125,0.0645,-0.105125,-1.161375,2.1462,-0.188,-1.762167,1.29025,-0.213833,0.82075,-2.707625,-2.5245,0.50275,-0.562,-0.4625,0.546333
-0.696375,1.618,0.184,-2.102625,-0.402333,0.077875,0.25725,-0.790125,0.6202,0.7905,0.7325,0.6435,0.542182,-0.0315,0.792833,-0.7094,1.3335,-2.482583,-0.3715,1.896333,0.22975,0.221688,-0.279333,1.3671,-0.1215,0.571308,1.888,2.6126,2.1894,-2.021625,0.38675,1.499222,0.4235,0.36275,-0.47975,0.18,-0.200875,-1.749375,0.4205,-0.200727,-3.118,0.24325,0.542167,-0.260125,-1.243,-3.0807,0.162,0.163375,1.119,-0.295833
0.873,0.624,-0.50425,-0.81925,1.461933,-2.25425,0.35725,1.7575,1.0889,0.331333,1.2505,0.30875,2.235273,0.923,-2.962167,0.0218,-1.287625,-7.3335,1.88225,0.277333,-6.45075,3.142812,-2.612333,-1.7048,1.22675,1.672615,0.963143,2.3657,1.5333,-1.343,1.14,1.542556,5.739,2.08575,-4.227375,0.127333,0.3945,0.515875,-3.6145,2.120909,-2.909333,3.186875,2.158333,0.27225,3.702,-2.0554,-2.190125,0.459375,1.406875,0.711167
-0.192625,-0.683167,0.05825,0.111125,-0.718333,0.31325,-0.02825,-0.485,-0.1953,1.222333,0.127625,-2.455,0.502545,-0.397667,0.456167,-0.9006,0.460375,1.08075,0.1715,-0.117333,0.393,0.15175,0.815667,0.7327,-0.303,-0.064615,-1.129857,-0.9052,-0.7668,0.268,0.221583,-0.106444,-1.148,-0.67725,0.514,-0.846,-0.206375,-0.033813,1.1897,0.131091,-2.502167,-0.008875,-0.0495,-0.46825,-1.3255,3.4081,-2.627,-0.362125,-0.06125,0.309167
0.1885,1.824333,-0.8585,-1.89475,1.612933,-1.9035,1.064,4.322625,3.2481,0.938,1.288,2.24475,1.074091,1.877333,-2.319667,2.3076,-0.774125,-6.03925,1.138,0.194833,-6.80475,3.685937,-2.293167,0.6504,1.37125,2.584692,1.167071,3.1724,2.9021,-0.89725,-0.18075,2.460889,3.59075,1.35375,-3.683,-0.734167,1.385125,1.493937,-4.4253,0.950091,-3.0215,3.8495,1.341833,1.22225,2.56125,-3.0245,-2.005125,2.6285,1.1335,1.604833
1.145375,1.476833,-0.67475,-3.210625,0.765867,-1.479875,-0.0955,0.964375,1.5595,0.905833,0.22275,2.3995,0.783091,1.042167,-1.653667,3.2331,-0.921125,-6.465667,0.21575,0.9085,-7.271875,4.685125,-2.0645,-0.53,0.6425,1.565308,2.217643,3.2159,0.9745,-1.8905,-0.21725,1.706444,5.7885,0.83375,-4.437125,0.203,0.743125,0.095938,-4.2388,0.889455,-2.8055,1.378875,0.7125,0.669875,5.3645,-1.2076,-1.624375,1.6965,0.618125,0.542333
0.7115,0.8395,0.22625,0.50375,0.199733,1.01425,0.41275,0.396375,0.087,0.687167,1.01875,-2.10875,0.608727,-0.207667,1.672333,-1.8471,0.713375,1.365583,0.47575,-0.1205,0.801125,-2.016687,-0.6695,-0.4888,-0.03075,1.066077,-1.904143,-1.9633,-1.776,0.045875,-0.282583,0.528667,-2.40275,0.29725,1.342,0.432167,1.008125,0.195688,-1.9751,0.645091,0.104,-0.964625,-0.227333,0.481375,-3.045125,2.2781,-2.402375,-0.486375,0.923875,0.3505
0.41725,-0.796833,0.61475,0.142,-1.102867,0.646125,-0.76075,-0.28,-1.1439,-0.963167,-1.054625,-2.0325,-1.08,-0.812,-0.128833,-0.439,-0.27225,-0.034917,-0.9205,-0.9385,0.291,1.736875,0.106,-0.3375,-0.53625,-0.311538,-0.520643,-0.8847,-0.858,0.75425,-0.258833,-0.632222,-0.3525,-1.19925,-0.114125,0.343,-0.79925,-1.460312,-2.4618,0.190091,-1.605833,-1.209875,-0.488833,-0.746375,0.389625,0.1907,1.074375,-0.200625,-0.870625,-0.779667
-0.21875,-0.147167,-0.862,-2.51225,0.253933,0.026125,-0.1985,0.35525,-0.4312,2.811167,-0.422875,-0.51425,-1.289182,0.129833,0.031,-0.1926,2.98575,-2.531917,0.341,2.946,0.311375,-0.725875,0.3825,3.0261,0.1625,0.223846,-0.143286,0.0102,-0.4188,-0.220625,0.389167,0.012889,-1.5915,0.21225,0.86575,0.600833,0.279375,-1.858125,-0.3538,-0.039182,-2.281333,-0.08775,0.248833,1.464875,-3.221875,-1.0914,1.82175,0.214125,0.916375,1.5705
1.6615,-1.248333,-0.52425,0.309375,-0.1126,-2.6645,-0.2335,-0.329625,0.4578,2.8835,0.15925,-2.50625,0.374545,1.125833,-2.519167,6.6713,2.866625,-5.83825,0.2985,3.649,0.487125,-1.473563,1.044833,2.7561,0.63525,0.256,-1.709,-1.6832,-1.8406,0.162125,-0.77,1.189444,-2.503,0.9435,-0.16,0.680167,0.771625,-2.578938,-5.4307,1.781818,-2.9725,1.790375,0.116,0.56975,-2.9605,-1.9128,4.360625,-0.736,0.311875,0.428167
0.214625,-0.4185,0.51425,1.872,-0.642333,1.30125,-0.1165,0.17875,-0.1536,-0.312667,-0.390375,0.725,-0.434545,-0.042833,0.897333,0.494,0.774875,-0.2715,-0.821,-0.307667,0.68,0.099125,0.201667,0.1632,0.241,-0.381538,1.791286,1.6193,1.9232,1.0545,-0.322583,-0.486667,1.589,-0.0295,0.4605,0.608,-0.47625,0.412187,-0.2005,-0.673909,1.380667,-1.167375,-0.268,-0.791375,1.511875,1.1132,-0.074875,0.58025,-0.292625,-1.022167
-1.49825,1.258833,0.2275,0.225375,0.130867,0.126875,0.579,0.7325,0.7157,-0.3435,0.409375,-0.76425,0.533091,0.928667,0.698833,-0.5995,2.774875,0.855917,0.58,2.269,0.671125,-0.5065,0.419667,2.5275,0.5305,1.004846,-0.402857,-0.1083,-0.5839,-0.052143,-0.279,0.999667,0.00575,0.07575,0.934,0.355,0.612375,-0.553063,-0.0878,0.539273,-2.431333,-1.005875,0.083167,1.239625,-1.91525,-1.0038,2.089,0.92825,0.2505,1.834333
0.10275,-0.233,-0.00975,0.13425,0.5538,0.393125,0.16525,-0.542,-0.2733,-0.222167,-0.686625,-1.053,-0.535273,-0.1775,0.162,-1.2351,-0.0795,0.348417,-0.28825,0.788,0.351625,0.144188,-0.376167,-0.0881,-0.30425,-0.537615,-0.971286,-1.6258,-1.8104,0.017625,0.007583,-0.525778,-1.704,0.05875,0.414125,0.346,0.211,1.163875,0.2168,-0.742091,-1.012667,-0.700375,0.125,-0.6475,-0.886625,1.7598,1.568375,-0.954875,0.04125,0.100167
-0.316375,-1.3505,0.4625,1.0485,-0.886667,-0.0915,-0.30825,-0.755875,-0.2713,0.8585,-1.117,-1.265,-0.501909,-0.7945,0.5035,0.4088,1.540875,0.745833,-0.821,0.4585,0.82525,0.169438,0.495,0.9526,-1.08375,-0.466692,-1.183071,-1.3837,-1.2218,0.21225,-0.287917,-1.161556,-1.779,-0.5735,0.8565,0.3215,-0.66425,0.362375,2.3226,-1.243273,2.206333,-1.084625,-0.609,-0.169,1.911375,1.7024,0.3515,-0.370375,-0.661625,-1.478333
-0.22275,0.360833,-0.789,0.714,0.841467,0.986625,0,-0.93325,0.0967,-0.168,0.06075,0.92875,0.547545,-0.307333,1.519333,0.0946,0.0245,-0.739167,-0.36075,1.179667,-0.15875,0.89375,-1.160833,-0.5481,0.5145,0.680462,0.92,0.7931,1.5152,1.380125,1.17825,-0.112556,3.00525,0.171,0.13275,0.476,0.13175,0.181042,2.2985,-0.142364,-0.713167,0.722375,0.8455,0.22425,2.728875,-0.4643,-0.841125,-0.813125,1.8675,0.565667
0.292875,1.145,-0.24625,-1.829125,0.390733,0.014,-0.15325,-0.443625,0.2088,0.296167,0.673375,0.713,-0.339091,0.686167,-0.383167,-0.6447,3.447,-5.814583,0.2415,1.092333,-0.40975,-0.103062,0.017167,3.1586,0.21575,0.027615,-1.676714,-2.0446,-2.0109,-0.98025,-0.080083,1.011556,-1.925,0.14725,-1.028375,0.651,0.663125,-0.8535,-2.2715,1.086455,-2.318667,-0.34725,0.076833,0.1075,-0.77525,-2.0425,2.134375,0.772625,-0.023,0.038167
-1.090625,-0.744333,-0.039,0.134375,-1.116533,-0.195,-1.40375,-0.5705,-1.0499,-1.470333,-1.408125,-2.1425,-0.308,-0.674833,-0.278333,0.8208,-0.578625,-0.138333,-0.98575,0.0895,-0.543875,1.562813,-0.406167,-1.6522,-0.944,-0.363077,-1.229357,-1.1214,-1.5314,-0.78025,-0.158583,-0.919889,-1.548,-0.68675,-0.471875,0.779833,-1.011375,-0.883188,1.7276,-1.129727,-0.259333,-0.96075,-0.215167,-1.093625,0.292375,0.0584,0.051125,-0.389875,-1.328,-0.832667
0.204625,0.650167,0.19875,0.1875,-0.0486,-0.18675,-0.03825,0.45925,-0.1124,0.745667,-0.891125,-1.15525,-0.251818,-0.093167,1.486833,-0.0993,0.813125,2.013333,-0.84075,-0.5965,-0.15775,0.907375,-0.2705,0.7091,0.2085,-0.366538,-1.154214,-1.7231,-1.7299,1.163875,0.616917,-0.140889,-2.01625,-0.3215,0.4455,-0.616,-0.249625,-0.257813,-1.8631,-0.391727,-1.478,-0.217375,0.040833,0.413875,0.246125,1.4018,-2.1845,0.28925,0.118125,-0.171667
-0.676625,-0.5645,-0.9985,-1.897625,0.403067,-0.033125,0.0955,0.189875,0.2194,0.421833,-0.200125,-0.19625,-0.485364,-0.484167,-0.1705,-1.2389,0.612125,1.220083,0.3085,0.107,0.34975,0.258063,0.090833,-0.3705,-0.163,-0.687308,0.608643,0.5442,0.5416,0.27625,0.220667,-0.328,1.349,-0.32425,0.518125,0.072833,0.511,-0.243812,-1.2222,-0.019,1.771833,0.318,0.160833,0.93025,0.007125,-1.186,-0.46125,-1.00425,0.783875,0.585167
0.043125,2.3095,-0.167,-1.801625,-0.517,0.093125,0.40475,1.26125,-0.1183,3.930167,0.5725,1.5545,0.432091,-0.236167,-0.8985,1.7179,3.94675,-4.187667,0.0295,1.880333,0.48775,-0.655625,1.3235,3.0793,-0.37075,0.757231,-0.491143,-0.1513,0.0378,-0.420625,-1.169833,0.862333,-1.787,-0.37575,-0.35825,0.866333,0.163375,0.257875,-1.9056,0.424727,-2.193333,0.656625,-0.261833,1.272125,-1.269125,-1.9241,2.519625,-0.107375,-0.54925,0.717833
-0.805,-0.922333,0.57525,1.126875,-0.677267,-0.46125,-0.29825,-0.92675,-0.5051,-0.548333,-1.436875,-2.835,-0.738455,-0.859833,0.267667,-1.1801,-0.041625,1.455583,-0.1445,-0.585667,0.255,-0.116,-1.413667,-0.7373,-0.801,-0.103154,-0.462786,-0.6166,-0.851,0.357875,0.243667,-0.781556,-1.54,-0.11575,-0.096375,0.704167,-0.467125,0.675187,2.4259,-0.996455,3.9275,-1.5895,-0.497,0.123125,-1.761875,1.1242,-1.187375,-1.304875,-0.84275,-1.505
-0.365,0.195,-0.6135,-0.978625,0.1756,0.01975,0.10175,1.0175,0.1775,0.078667,-0.06225,0.24375,-0.144727,-0.188,-0.671833,-0.0535,-1.13675,-2.686917,0.3665,1.803833,-1.088125,0.719563,-0.205167,-1.503,0.32025,0.427769,-0.008143,0.2132,0.6543,-0.457625,-0.399917,1.09,-0.37825,0.571,-0.910375,-1.007667,1.963625,0.239812,-2.6747,0.735091,-1.603,1.205125,0.409333,1.881125,-0.1525,-0.5088,0.382625,0.667875,0.6,0.5895
2.170875,1.502,-0.27675,-3.079875,1.03,-2.309875,-0.3755,0.901625,1.4744,0.9845,1.769625,-0.25525,2.302182,1.251,-2.336667,1.6548,0.504375,-7.145833,1.755,0.823667,-5.51,4.126437,-3.857833,0.4312,1.92275,0.958769,1.636,2.8335,1.5438,-0.2045,0.552833,1.127444,6.75925,0.55775,-4.018875,-1.958333,1.95325,1.121312,-4.7376,1.280545,-2.9445,0.555125,0.278,0.199375,4.71,-1.4312,-2.499375,-0.308,1.5925,1.3215
0.397625,-1.6,0.9805,1.189,-2.617267,-0.522125,-1.4305,-1.272125,-1.5399,-2.772667,-3.087375,0.94025,-2.406273,-3.5095,-1.477,1.0237,-0.568875,0.519917,-1.89925,-0.6685,-0.542125,0.8325,1.016333,0.1895,-2.4915,-2.015692,2.065286,1.9514,1.8618,0.176125,-0.11825,-1.745444,2.612,-3.1335,-0.656625,-0.834833,-1.425375,0.025875,2.482,-1.618091,2.293167,-0.670625,-1.978667,-2.803125,2.309875,1.5197,0.179625,-2.02375,-2.604,-1.595
0.52125,2.072333,-0.9965,1.5525,0.2924,0.68275,1.58275,0.095,1.1508,3.771667,1.86625,-1.23025,1.643545,2.3065,-0.462333,-1.8004,1.082375,1.193,1.8235,-1.011333,0.32525,-2.130063,0.7105,1.0674,1.3425,2.440769,-2.212643,-2.4259,-2.5171,1.3705,-0.414083,1.778667,-2.551,1.256,-1.118125,0.722333,0.49725,0.116437,2.9767,1.780545,3.469667,0.065375,1.3815,0.2295,-2.973875,3.1826,-1.4855,1.81075,1.313,2.115333
-0.00525,0.184167,0.398,1.307875,0.554533,0.209375,-0.5485,-0.10275,-0.1743,0.446667,-0.05075,-0.17175,-0.303364,-0.216167,1.120333,-0.0172,1.688875,0.610417,-0.498,1.305167,-0.080875,-0.15525,-0.861167,0.2662,-0.26925,-0.203692,-0.751857,-0.9744,-0.9581,-1.232714,-0.01275,-0.323333,-1.11025,-0.041,0.2545,0.2645,-0.165875,-0.5725,0.3852,-0.153545,-2.4915,-0.8405,0.155333,-0.454625,0.313625,2.5609,-2.619,-0.725625,0.04125,-0.5
1.22875,2.4095,0.1185,-2.651375,0.3646,-1.546875,-0.6105,0.70775,0.3948,-0.683833,1.346375,1.578,1.385182,-0.095333,-1.8105,2.7415,-0.5835,-6.46175,0.33075,-0.060167,-7.33675,2.698625,-1.097,0.0264,0.981,0.136385,1.051786,3.1716,3.5543,-1.149375,-0.035167,0.562667,4.08825,-0.03525,-4.454875,0.094333,-0.039625,1.319,-3.3464,0.810727,-3.245,2.269875,-0.594667,0.5695,4.28875,-2.1091,-3.414125,1.4015,-0.202875,-0.437333
1.218125,1.010333,-0.73075,-0.6585,0.7174,0.076125,0.648,3.745,1.0623,0.3315,1.7405,2.22775,1.880273,1.512,-0.850667,2.0392,-1.967875,-4.34125,1.177,0.542333,-8.281625,2.838625,-2.845167,-0.7451,1.089,1.629231,-0.749357,-0.7631,2.0811,-2.243875,-0.075667,1.136778,0.72175,0.74275,-3.362,-1.043,1.717875,0.823937,-3.0364,1.497545,-3.1935,0.408,0.651333,0.51625,2.973625,-2.3253,-3.182,1.458,0.885125,1.339
0.232,2.5365,0.3415,-0.986375,0.444667,0.537125,1.353,0.989625,0.8011,1.872833,1.738125,2.37025,1.481182,2.044667,0.403833,-0.4676,2.623875,-1.359417,1.204,0.65,0.0455,-0.50775,0.586333,3.1331,0.8095,0.438308,1.214357,0.983,1.2258,-1.257875,0.10625,1.440444,0.74275,0.78325,-0.318375,0.820167,1.507625,0.564625,1.5641,1.631273,0.9325,-0.236125,1.147167,0.57525,0.346375,0.5255,0.9845,0.53475,1.79575,0.7015
0.311125,0.226,-0.69975,0.32775,-1.1588,-0.402125,-0.63025,-0.676,-0.6573,-0.6005,-0.90475,-0.4765,-1.078,-0.7605,0,-5e-04,-0.317,0.996417,-0.42,-0.264,1.1425,-0.610437,0.523833,-1.0092,-0.754,0.015077,-0.0515,-0.7602,-0.5682,0.4735,-0.1505,-0.187556,0.17175,-0.8735,-0.99875,0.015333,-0.88775,-0.225062,0.6768,-0.117818,4.238833,-1.264625,-0.763,-1.442,-0.753625,0.6096,1.95175,-0.438375,-0.88375,-0.53
0.10725,1.497667,-0.527,-1.275125,0.6274,-0.60925,1.50025,0.60725,0.9776,2.085667,1.987875,-0.86275,1.354909,1.1625,0.718,2.0477,3.102,0.360583,1.2865,0.011667,0.162875,-1.610563,0.681667,2.2222,0.716,1.561231,-1.834714,-1.5861,-2.1953,-0.431429,-1.073917,0.901333,-2.64675,0.2265,-0.573,0.28,0.832,0.76925,3.1977,1.199727,0.6445,0.533375,1.393,2.066625,-3.179625,-0.4558,1.47,0.6635,1.344875,1.448
1.341,0.863167,-1.33475,-1.74125,1.112933,-2.06925,0.602,2.766375,1.2802,0.384667,1.6815,2.4785,1.696182,1.169167,-2.795167,1.4219,-0.82775,-6.363833,2.35925,0.076,-8.676375,3.746688,-3.246833,-0.4243,1.93725,1.346769,1.381714,1.6029,2.8642,-1.956625,1.106667,1.189556,5.4535,1.4735,-5.0225,-0.543,1.2195,0.786563,-4.5624,1.639364,-3.170833,1.496625,0.689833,0.81525,5.1105,-1.4787,-2.99925,2.711625,0.943375,1.316667
-0.251,0.433667,-0.72775,-1.339125,-0.2848,-0.33075,-0.4425,0.286625,-0.026,0.3835,-0.39025,-0.1385,0.677455,-0.066,-0.731333,0.4071,3.173375,-5.527917,0.46325,1.957667,-0.244625,0.373313,-0.535,2.8425,-0.226,-0.293538,0.519786,1.0572,0.6093,-1.467714,-0.4075,-0.930556,0.21175,-0.2475,-0.447625,-0.140667,-0.154375,0.299812,-2.6992,-0.162727,-3.345667,0.863,0.757667,1.22575,0.011625,-0.5033,2.57475,-0.438375,-0.544375,0.093833
-0.177,0.5985,0.26225,-0.709625,1.520867,0.611125,-0.10075,0.03025,-0.4603,0.695167,-0.5,0.33625,-0.735545,0.303333,0.041167,-0.0899,1.2445,0.535167,-0.73125,-0.646833,-0.43675,-0.204625,0.749167,0.9951,-0.2035,-0.135,0.651429,0.0475,0.6221,0.712125,0.502833,0.220667,0.3445,0.0075,-0.40975,0.741833,-0.300125,0.381937,1.6448,-0.157091,1.093,-1.066125,-0.633,0.483125,1.00975,1.3497,2.294875,-0.342625,0.481,0.969667
-1.1565,-0.184,-0.67975,-1.943625,0.150267,-0.6565,0.5955,-0.39725,0,0.237167,0.2345,0.5745,0.175273,0.430833,-0.601,-1.3867,-0.913,1.6685,-0.0305,0.548,-0.163875,-1.190125,0.337667,-0.1175,-0.1215,-0.128154,-1.596357,-1.8533,-1.9273,0.651375,-0.041083,-0.248889,-1.93875,0.7385,0.25875,0.054333,0.028375,1.51475,-2.5229,-0.537273,2.544333,-1.7545,0.300667,-0.879625,-2.962,-1.8383,-0.57575,-0.22,-0.14275,-0.083833
-0.16425,0.236,-0.02175,-0.747375,-1.337267,-0.923875,-1.38075,-0.8935,-0.8627,-1.8845,-1.137,0.10675,-1.411,-1.048333,0.1045,-0.3888,0.70975,0.432333,-1.2085,-0.390167,0.3445,-0.58675,-0.654667,0.5437,-1.51525,-1.402923,-1.626214,-1.6216,-1.7841,-0.169,0.044333,-1.259444,-2.55275,-1.34575,0.429375,0.887167,-0.830375,-0.97925,2.2883,-1.569636,2.451,-0.83375,-1.105,-1.252625,-0.576625,1.8952,2.06925,-0.763375,-1.46775,-1.547167
0.193125,0.310667,-0.851,-4.154,0.004733,-0.335125,0.7625,0.044625,0.1495,3.0465,0.594,0.38675,0.671273,0.847667,0.126833,1.6932,3.178375,-5.9195,0.852,1.4655,0.141375,-0.35575,0.937333,2.816,-0.02725,-0.344077,-0.6855,-0.5873,-1.3678,-0.89,0.015083,0.726,-2.63325,0.44675,-0.05625,-0.191167,0.482,-0.162937,-1.5392,-0.528636,-3.044167,1.209875,0.650333,1.343625,-2.379,-2.0912,2.330125,-1.4455,0.43375,0.641833
0.043125,-2.5245,0.9335,1.676,-2.046133,0.236375,-2.03125,-0.460875,-1.6692,-2.297833,-1.95025,-1.13275,-2.432182,-2.226333,0.1345,0.6306,-0.2345,0.577167,-1.60425,-0.902167,0.83,0.285875,1.142833,0.1399,-2.02,-1.523769,0.834429,0.407,0.5305,-1.26975,0.174667,-2.056333,0.3435,-1.95275,1.003625,0.105167,-1.532,-0.255375,-1.4784,-1.375818,-1.535667,-0.926875,-1.770833,-1.854875,1.816875,0.7398,0.424125,-1.72,-1.851125,-1.94
2.712875,1.144667,-0.46325,0.266875,1.094867,0.006375,-0.2565,1.668625,0.9863,0.964333,1.400375,0.8515,0.847545,0.954167,-1.059,1.9214,-0.95125,-7.766333,1.37,0.1175,-5.779625,3.709875,-3.464,0.2513,0.4365,1.069385,2.362143,0.7593,-1.1981,-0.711375,-0.021167,0.889667,7.30225,0.97575,-3.5085,-1.020167,0.39625,0.164,-5.9496,1.192545,-3.747,3.997,-0.077333,0.511375,5.988625,-1.8699,-3.21475,1.75125,0.436625,-0.228833
-0.023125,-1.484833,-0.13425,-0.110375,-0.982133,-0.09525,-2.0255,-0.9395,-1.0992,-1.796333,-2.618125,0.92,-2.249,-1.925833,-0.629333,1.4606,-0.014625,-1.455083,-1.59275,0.771333,-0.51225,1.498188,-0.559333,-0.4532,-1.65075,-1.368385,1.543071,0.8505,1.6802,-0.284,1.277917,-2.158556,1.7145,-1.47625,-0.12825,0.687333,-1.257,-0.015937,-2.2052,-1.663364,-1.187167,-0.471,-0.813333,-2.304625,3.522875,-1.1193,1.07825,-1.83675,-1.57225,-1.763167
-0.534875,-0.633333,-0.93625,1.61575,0.142933,0.04825,-0.0135,-0.22275,-0.047,-0.042,-0.11775,-1.07775,0.090727,-0.0645,1.5335,-1.0964,0.567125,1.034917,-0.60075,-0.218833,0.586375,-1.480438,0.2725,0.0546,0.36925,-0.070692,-0.428571,-0.8976,-0.8645,0.853375,1.710083,-0.785778,-0.3715,0.32275,0.956375,-0.4305,0.878375,0.335688,1.3933,-1.147909,2.307833,-1.76125,-0.217667,-0.386375,-0.381,3.4834,-2.492125,-0.693375,0.207375,-0.591667
1.9905,1.792333,-0.26875,0.959125,0.555267,-0.882875,0.52375,2.710125,1.3641,1.991,0.65675,3.02325,1.468364,1.4015,-3.309833,2.4632,-0.89775,-7.249417,0.8435,-0.057833,-4.969125,4.805375,-2.3955,-0.8332,1.1105,1.701231,3.4025,3.3239,3.6463,-2.419,-0.759667,0.340444,0.56425,1.04075,-5.50825,-0.511833,0.675125,2.549875,-4.9977,1.473545,-3.446667,2.144375,0.373,0.843375,2.099875,-0.9372,-1.710375,2.244625,0.41475,-0.101667
1.185375,-2.4475,-0.02175,0.317625,-2.5342,-0.65025,-1.77475,-0.77,-1.5184,-1.575167,-3.131875,1.72725,-2.539909,-3.178167,-0.2395,2.635,-0.1735,-1.727167,-1.6905,-0.504167,-1.74825,2.659125,-0.823833,0.3785,-2.1465,-1.993231,2.573929,2.9049,3.352,0.133625,-0.514667,-2.931778,4.5175,-2.55,-1.559,-3.2625,-1.44625,1.499375,-1.5095,-0.928909,0.706667,0.83475,-1.974333,-2.232875,5.4735,-0.6849,0.448,-1.467,-2.4135,-2.456167
