"ACTR3B","ANLN","BAG1","BCL2","BIRC5","BLVRA","CCNB1","CCNE1","CDC20","CDC6","NUF2","CDH3","CENPF","CEP55","CXXC5","EGFR","ERBB2","ESR1","EXO1","FGFR4","FOXA1","FOXC1","GPR160","GRB7","KIF2C","NDC80","KRT14","KRT17","KRT5","MAPT","MDM2","MELK","MIA","MKI67","MLPH","MMP11","MYBL2","MYC","NAT1","ORC6L","PGR","PHGDH","PTTG1","RRM2","SFRP1","SLC39A6","TMEM45B","TYMS","UBE2C","UBE2T"
-0.516875,1.050333,-1.128,-3.499875,1.412933,-0.453125,1.255,1.1555,0.249,-0.5415,-0.161625,-0.47675,0.425818,0.296333,0.226167,-0.2038,2.707875,-3.928167,1.1435,2.567167,-0.255875,-0.704937,0.545833,2.3152,1.009,0.990308,-0.377643,-0.9612,-0.8709,-2.1865,-0.225083,0.612889,-1.486,1.37325,-0.043125,-0.721833,0.4005,-0.626125,-1.7559,1.301909,-2.578833,1.406875,0.473667,2.111,-1.922625,-1.6602,3.5555,-0.27625,0.253125,0.119333
-1.082125,-3.270333,0.50575,0.13275,-2.5142,0.4565,-1.9435,-1.280125,-2.0901,-2.205,-3.832625,-1.85525,-3.106455,-3.7595,-0.5655,0.7888,0.685,-0.005333,-2.55325,1.41,0.081625,-0.151437,0.085333,-0.0841,-2.1475,-2.559,0.786929,0.1146,0.4319,0.39875,0.010833,-3.050889,-1.94925,-2.708,0.65225,0.37,-1.949875,-0.940625,0.9302,-1.788364,1.757167,-0.579125,-2.371833,-2.846125,-0.016,-0.4554,2.793875,-3.120375,-3.202875,-2.5395
0.85725,-0.366167,-0.9715,-1.188625,1.0786,-1.33275,0.358,1.182625,1.0867,0.360833,0.83925,2.30475,0.547455,1.313667,-1.362667,5.4779,-2.382875,-4.628667,1.5405,0.529667,-1.8455,2.196625,-2.105,-1.1865,0.802,0.077769,-1.412071,-1.8951,-1.5079,-1.921375,-0.2715,0.698778,5.417,1.03925,-4.237875,-2.7595,1.1775,0.779125,-1.4377,1.113,-2.854833,-0.334875,0.409,0.011125,3.944,-1.6968,-2.38025,1.71525,0.83475,0.634167
0.654875,2.118833,-1.18,-2.307,1.5116,-1.66125,0.186,0.100375,2.4697,1.799167,1.854375,1.54525,1.685909,1.489667,-1.871667,1.7273,0.2825,-6.091167,1.88025,0.011667,-5.901125,4.531,-1.3605,1.1198,1.80925,1.026,0.714286,0.1138,-1.6444,-2.0645,0.657667,1.326556,2.9545,1.2625,-4.241625,0.514333,1.459375,1.644562,-3.4217,0.572636,-2.781,1.226,1.097167,0.855625,3.181625,-2.2766,-2.78775,2.59125,1.55725,1.754667
0.235125,-1.014,0.3,0.74125,-0.512467,0.898375,-0.66425,-0.573375,-0.4143,-0.472,-1.830625,-0.785,-1.482091,-0.543667,0.144167,0.1001,-0.097875,1.236417,-0.964,-0.483167,0.05325,0.51825,0.618667,-0.0218,-0.83,-0.846308,0.896929,0.6278,0.9444,0.428875,0.419333,-1.033667,0.6935,-0.744,0.45375,0.317833,-0.502625,-0.78025,2.0456,-0.866455,-0.059667,0.378375,-0.690833,-0.439625,1.196125,2.4516,-1.10075,-0.029,-0.93575,-1.0645
1.372125,0.577,-0.9995,-1.420875,0.7388,-1.416,0.40475,1.468875,0.9625,0.485667,1.075375,1.317,1.408545,1.8445,-0.616167,0.9588,0.289875,-3.740167,1.245,0.643167,-5.0275,4.526937,-3.351333,-0.3948,0.68325,0.713462,2.083071,3.4317,1.6667,-1.33675,0.54675,1.263667,5.26875,2.164,-2.937625,-0.439,0.396625,0.385937,-2.8949,-0.164364,-2.964833,2.13075,0.782167,-0.545875,4.891875,-2.0791,-2.349875,0.52125,-0.239875,1.387
0.3835,1.6185,-0.96075,1.9385,0.5276,-1.1475,0.21175,2.168625,0.9834,0.670833,0.54275,1.74,0.936455,1.006167,-2.395333,2.4072,-1.33075,-6.688833,0.904,-0.583833,-5.27725,2.906375,-1.711333,0.511,1.794,2.745077,2.583286,2.3344,2.3142,-2.3035,-0.169333,1.642778,1.359,0.151,-4.4445,0.398333,1.087875,0.106125,-4.3991,0.687273,-4.319,2.21625,1.419167,-0.279625,4.3235,-2.6175,-2.248125,2.788125,1.086375,0.407667
0.87825,-0.9765,-0.38375,-1.97525,-0.512733,0.43575,-1.2345,-1.087125,-1.6209,-0.969833,-0.984,-2.2465,-1.368091,-1.4015,1.078333,-0.6847,1.124625,-0.61275,-0.99375,-0.168667,0.563125,-0.757687,1.994,0.9692,-1.518,-1.440385,-0.7655,-1.0365,-1.1366,0.054875,-0.15525,-1.733889,-1.30475,-2.03875,-0.631125,0.719667,-0.7865,-0.289688,2.1021,-0.409545,-2.745667,-1.982875,-1.390667,-0.6715,-1.556,3.6562,2.19175,-1.117,-0.385,-0.859333
1.063875,1.452833,-0.15575,-2.67825,0.838733,-1.198,1.46525,2.156625,1.0996,0.415833,1.16325,1.69975,1.255,1.540167,-1.725833,2.3806,-1.066875,-4.240833,1.20825,0.033667,-6.781875,4.496375,-2.347667,-0.669,1.333,1.695077,1.192429,2.5783,3.195,-1.450875,-0.272417,1.09,4.731,1.38425,-3.343375,0.1535,1.702625,1.053187,-3.0531,0.272,-3.457,1.223875,0.390667,0.83375,4.091625,-1.94,-2.744875,0.589375,1.316875,1.108167
-0.019125,1.405,-0.454,-1.5265,1.974533,-0.49425,1.181,1.759875,1.4025,1.262833,0.680625,-2.037,0.787727,1.329167,-0.245667,-0.5978,3.409,-2.178,0.7875,3.4325,-0.232,-1.488813,-0.0725,2.7746,1.4765,0.934615,-1.076214,0.4801,-1.7285,-1.671,-0.371833,1.951889,-1.731,0.60675,-1.8435,0.435833,0.198875,-1.046313,-1.5455,0.903727,-1.0505,1.49025,1.541833,1.203375,-1.96425,-2.5138,1.158875,0.293,1.715625,1.43
0.41325,-2.7275,0.0435,0.527875,-2.537933,-0.173125,-1.80775,-1.158875,-1.4776,-2.149,-3.068875,1.9265,-3.025182,-3.4265,-1.015667,2.7318,-0.374,-1.241917,-2.08775,-0.820667,-2.216875,2.4965,-1.1495,0.597,-1.99175,-2.349462,3.234286,2.8395,3.477,0.19825,-0.505833,-2.635111,4.43275,-3.03325,-1.049625,-3.494833,-1.36325,0.70875,-1.9508,-0.980636,1.542333,0.997625,-1.695167,-2.7865,5.30175,-0.1429,-0.735375,-1.68125,-2.5345,-2.534667
-0.345875,-1.0385,0.21625,1.2205,-0.448933,-2.2865,0.03975,-0.460875,-0.4605,-0.795167,-0.5345,-1.4555,-0.531909,-0.835833,0.633167,-0.9662,0.21175,1.360083,-0.29375,-0.746167,0.15325,-1.351875,1.166167,0.2917,-0.4985,-0.508538,-0.890714,-0.8186,-1.0351,1.433,-0.3895,-0.586333,-1.146,-0.61125,0.283375,-0.020333,-0.5505,-0.669063,2.915,-1.128818,2.5325,-0.181,-0.518667,-0.742875,-0.94725,1.681,1.176875,-1.14175,-0.56225,-0.279
-0.302125,-0.2305,0.3355,0.637125,-0.264867,1.282875,0.02,-0.264625,0.1969,-0.384333,-0.269,-0.34075,-0.106455,0.4015,0.514667,-0.0528,-1.107625,1.389667,-0.13,0.119667,0.279625,0.76225,1.499,-1.0127,0.08625,0.421,0.908714,0.7752,1.2588,0.104375,0.542833,0.300556,0.63,0.305,-0.10825,0.727667,0.132375,-0.5565,2.087,0.041909,0.902833,1.006,0.311167,0.338375,1.16375,1.9303,-0.431,0.843625,-0.1855,-0.434
-0.457625,-1.0885,-0.39225,-0.132875,-0.730667,-0.069375,-0.70925,-0.55525,-0.7306,-1.149333,-1.443,-1.95125,-0.657,-1.072333,0.055167,-0.8085,0.676,1.279917,-0.4495,-0.6335,0.689,-1.251687,-0.077167,-0.3162,-0.9105,-0.763154,-1.421357,-1.6222,-1.8739,1.134125,-0.049583,-1.026333,-1.092,-0.915,0.564375,0.7915,-1.0095,-1.30575,2.7046,-1.231636,2.556333,0.5425,-0.717,-0.891375,-1.927875,0.1243,0.508375,-0.87425,-1.100125,-0.401833
-0.3225,1.119,0.5955,0.4125,1.404467,1.33025,0.81025,-0.362125,0.474,1.1915,1.88325,-2.22525,1.157727,0.352,1.462167,-0.8813,-0.194625,0.441833,0.48025,-0.537167,0.564875,-0.5925,0.0775,0.1345,0.7975,0.748154,-0.678714,-0.7118,-0.986,-0.2525,0.405,1.566111,-0.38575,0.915,1.110375,-1.052167,0.4,-0.450875,1.3248,0.409091,-1.269333,-0.828125,1.548667,0.736875,-0.322125,2.354,0.617625,1.285625,1.1245,1.727667
-0.947625,-0.354667,0.8515,1.866375,0,-1.45125,-0.258,-0.772625,-0.096,-0.290333,-0.166125,-0.38425,-0.191273,-0.066167,0.349667,-0.7959,0.688875,0.9525,-0.33675,-0.186333,1.158875,-0.793125,-0.276333,0.4363,0.19775,0.271077,-1.342071,-2.0718,-2.2626,1.283875,0.166333,0.123556,-1.48025,0.49075,-0.06025,0.928833,-0.437,0.226938,1.2763,-0.966636,-0.995,-1.959,-0.163667,-1.16975,-2.188625,0,0.314125,0.119875,0.0885,-0.947333
-0.280375,-0.931833,0.00775,0.871375,-0.948333,0.4175,-0.93475,-0.5775,-0.534,-0.675333,-0.7595,0.822,-0.143818,-0.575833,0.0815,0.2339,-0.136125,-0.033667,-0.85675,-0.405667,0.25375,0.369188,0.037333,-0.8452,-0.51675,-0.454538,1.202,1.6545,1.7237,0.1035,-0.268833,-0.075444,0.796,-0.32225,0.649125,1.52,-0.953286,0.125312,1.3431,-0.686727,0.628833,-0.02375,-0.546,-0.746125,0.24525,1.4095,0.6495,1.10725,-0.753,-0.6745
0.22975,-0.252167,0.1395,0.545875,-0.174133,-0.237625,0.0445,0.44675,-0.6623,0.373333,-0.794625,-1.01525,-1.267364,-0.1685,0.974,-1.1875,-0.128875,1.324,-0.54075,-0.956833,0.63925,-0.938875,0.670167,0.1938,-0.44125,-0.607923,-1.474143,-1.9519,-1.6922,1.273125,0.858417,-0.638778,-1.8405,-0.32,0.6255,0.154333,-0.0145,0.633312,-2.1961,1.066727,2.7955,-1.63075,-0.653833,-1.555125,-1.422875,-0.0058,2.487875,0.533375,-0.397625,-0.504667
-0.507875,-1.476833,1.38575,2.37025,-0.405133,0.922625,-0.2895,-0.28625,-1.1965,0.3,-0.68375,-1.80975,-1.274273,-0.468333,0.633667,-1.2821,0.002375,1.827,-0.53375,-0.704333,0.6105,-0.704937,0.683167,0.06,-1.217,-0.196846,-1.495286,-1.5698,-1.4567,0.464875,0.652583,-1.330667,-2.2185,0.036,0.517,-0.205833,-0.520375,1.203375,1.1957,-0.077091,-0.400667,-0.439875,-0.6215,-0.119625,-0.878375,4.1726,-1.428,0.58825,-0.811625,-1.0245
0.445375,-0.551333,0.797,-0.051125,-0.5556,-1.27725,-0.9075,-0.84175,-0.3728,-0.489667,-0.502625,0.82275,-0.166455,-0.7475,0.812333,-0.3397,1.230375,-0.491833,0.00225,0.6455,0.333875,0.941438,-1.952167,0.3341,-0.44425,-0.091308,1.607643,1.9471,1.0068,0.701125,0.8345,-0.376333,2.1395,-0.054,0.334,0.161333,-0.33675,-0.355375,3.0955,-1.091182,3.041333,-1.5795,-0.243167,-0.86125,-0.29525,0.267,0.6565,-1.4145,0.141125,-0.232333
-0.481,0.505167,-0.69,1.212,0.219867,1.275625,0.57725,0.46125,0.3579,0.325,0.34325,0.489,-0.550909,-0.4685,1.2685,0.6436,0.5295,-0.62375,-0.14225,0.134667,-0.112125,0.75575,-0.394167,0.7788,0.2595,-0.593154,1.4665,1.594,2.1633,-1.405625,2.605167,-0.352,1.74625,0.2455,0.042875,0.108333,1.41075,0.239312,-1.9319,0.417091,1.991,-1.266625,0.072,0.595875,1.586,2.6229,2.06675,0.5965,0.851375,0.162833
-0.189875,-0.024167,-0.85425,1.64525,0.930133,-2.88025,-0.47025,0.596375,-0.1061,0.833167,-0.407375,-3.66625,-0.225455,0.336333,0.298167,-1.3811,0.09025,1.147083,0.41725,-0.452167,0.2685,-1.281,0.635,0.4356,0.03325,0.101923,-1.659214,-2.058,-2.08,1.402375,0.321167,0.222889,-1.62,0.5005,0.6065,0.346833,0.654125,0.68475,-2.3684,0.640455,-3.470667,-1.607875,-0.296833,0.811625,-3.229875,0.1493,3.886875,1.391125,-0.290375,0.451167
0.782125,-1.450333,-0.00075,0.147,-1.1146,0.373,-0.28625,0.423875,-1.4539,-0.111667,-1.030375,-0.24325,-1.531636,-1.512333,0.4165,-0.5862,0.528125,2.139583,-0.29275,-0.607833,0.419625,-0.260563,-0.3435,-0.6208,-2.1225,-1.739231,-1.0935,-1.5593,-1.5012,-0.3265,1.0985,-0.971111,-0.74075,-1.35275,-0.113375,0.322,-0.834125,0.685875,1.8552,-0.462182,-1.868667,0.019125,-0.656167,-1.388,-2.8595,1.2777,-1.815,-1.840125,-1.0615,-0.010333
-0.414875,0.358,0.78625,0.630875,0.004067,0.765875,-0.46,-0.546375,-0.1767,-0.182833,-1.111875,0.271,-0.288455,-0.292833,0.4485,-0.7562,0.391125,1.142833,-0.158,-0.315667,0.376375,-0.807875,-0.1105,-0.3206,0.02625,-0.237846,-0.379214,-0.3212,-1.0031,1.157875,0.423667,0.385778,-1.03625,-0.072,0.45725,0.515,-0.399,-2.017,2.6276,-0.016545,3.913667,0.9895,0.002167,0.1335,-2.55075,0.9201,1.195125,-0.205625,-0.51675,-0.12
0.131375,1.3435,-1.1255,-2.306625,1.926133,-0.432875,0.4155,2.399,1.9233,0.987833,1.61675,2.50225,0.735364,1.187667,-0.753667,1.4865,-0.652375,-4.331833,0.88475,-0.443833,-6.90575,2.812188,-1.717,0.3392,1.5805,0.814692,-0.5635,1.6855,2.0158,-0.563125,0.040417,1.969111,5.26625,0.88875,-3.60675,-0.261833,0.6535,1.22175,-3.0828,1.348818,-3.098667,1.576375,1.703833,1.08425,2.319875,-1.9717,-3.03125,0.963625,0.97475,0.708
-0.22975,-0.159833,1.45375,1.627,0.122267,0.483125,0.50775,0.135,0.0669,0.259667,0.046,-0.5945,0.034091,0.418167,0.690333,-1.7173,-0.05225,1.277833,0.08625,-0.1195,0.585375,-0.556688,-1.169,-0.4364,0.055,-0.295462,-0.662786,-0.499,-0.6513,0.821,1.114,0.285222,-1.1305,0.6785,0.298625,-0.233167,-0.075875,-0.979813,1.9057,0.176364,2.594667,-0.85975,0.683333,-0.241875,-1.824,2.2898,2.166,0.80575,0.715375,0.548167
0.290875,-2.199,3.45025,1.411875,-0.591,0.1585,-1.38275,-0.572,-1.055,-1.004167,-1.9665,-4.0665,-2.247455,-1.500167,0.755167,-2.3084,-0.294875,0.83075,-1.319,0.435,0.339875,-1.484312,-0.661667,-0.2543,-1.56675,-0.817462,-1.629214,-1.9666,-1.6053,1.106875,1.726167,-1.644667,-2.2665,-1.00875,1.46525,-1.775333,-1.136875,0.553875,-2.4831,-0.912364,2.255167,-1.645,-1.571333,-1.356875,-3.754625,1.1228,-0.328625,-1.593125,-1.126625,-1.870333
0.1565,0.2295,0.31325,-0.92775,0.234933,1.5945,0.49775,-0.19375,-0.086,0.741833,-0.582375,0.86925,0.149727,0.263833,0.925167,1.351,0.12975,-0.411583,0.2635,0.1185,0.074875,1.107063,0.253333,0.3264,0.06825,-0.940385,1.864071,2.0204,2.3177,0.504875,0.184583,-0.377111,1.777,0.57725,0.462625,-1.423167,-0.349125,0.885312,2.3503,-0.216091,0.928833,-0.416625,0.240333,0.101125,3.33825,2.4765,1.681,-0.241125,0.538125,0.198667
-0.524375,0.682667,0.64525,-2.107125,0.64,-0.049625,1.0945,0.8285,0.368,-0.039667,-0.226875,-1.15675,0.274545,0.759167,-0.224167,0.2328,-0.128375,-5.225,0.59325,4.734667,-0.590875,-0.58,0.008,-0.7315,-0.21525,-0.280769,-2.000143,-2.2723,-1.8141,-0.668,0.273333,0.886667,-2.507,1.33975,-0.248625,-0.389167,0.879875,-0.06775,-2.2155,-0.001818,-2.694667,-1.912875,0.500333,1.125,-0.307125,-0.8842,3.643,-0.061875,0.219625,0.217333
0.675375,0.177167,0.05325,-1.327625,0.639533,0.386,-0.18225,0.423,0.3186,1.4605,0.460875,-0.431,0.415273,1.139,0.3555,0.185,1.480625,1.69175,0.82425,2.791,0.295125,-0.971688,1.490833,1.2624,0.67675,-0.272769,-1.559643,-1.8892,-1.3657,-1.889571,-0.0795,0.304444,-1.30775,1.4045,0.36875,-1.2235,1.547375,-1.985687,-1.932,1.236818,-3.694167,0.610125,0.213,0.733625,-2.4365,-0.2372,-2.94775,0.46525,0.921,0.7075
0.05675,-1.5395,-0.1225,-0.298875,-1.9164,-1.0185,-1.02225,-0.655,-0.6565,-1.505,-0.825125,1.2035,-1.142909,-1.654667,-0.325667,1.39,-0.611,0.714333,-0.92725,1.582,-0.184625,1.8855,0.497,-0.5089,-0.956,-1.288462,2.206643,2.1158,2.5188,0.539625,-0.472083,-1.260111,3.016,-1.27175,0.127,-0.902333,-0.6915,0.4565,1.4535,-1.061091,-2.0345,0.876125,-0.873667,-0.4965,4.439125,-1.0776,-1.297875,-1.264875,-1.0315,-1.514333
-0.144375,0.319167,0.36375,0.46025,0.0362,-0.0645,0.5365,0.308875,0.1269,0.3,1.086875,-1.10775,1.489455,1.423,0.236833,-1.32,0.239125,-1.658083,0.495,2.872833,0.947,-0.483375,1.193167,1.2451,0.27875,0.264923,-0.551786,-0.3717,-0.4426,-1.960625,0.127917,0.709778,-0.96975,1.5535,0.92925,-0.007,0.186125,-2.062812,-0.0495,-0.506273,-3.267167,-1.041875,0.1835,0.707375,-0.657875,-0.8967,1.569125,0.619125,0.317875,0.0525
-0.156625,0.867333,1.69125,-1.275125,3.489933,1.136625,1.077,0.177125,0.4702,1.116833,0.45775,-1.0795,-0.384818,0.792667,0.3265,-0.3007,2.868375,-0.9675,0.23775,3.411667,-0.008375,0.094188,0.184667,2.4294,0.70275,0.929538,-0.887857,-1.3309,-1.2593,-1.058,0.229917,1.480222,-1.451,1.1725,0.7905,0.027667,0.93025,0.780062,-1.5742,1.133818,-2.699333,0.832,0.584667,2.784625,-0.163875,2.3514,2.750625,1.612125,1.07325,0.871333
-0.055875,-0.250167,0.99125,-0.484875,0.245,-0.9685,0.546,0.1455,0.346,0.6595,0.58,-2.71725,0.107182,0.623167,1.309167,-1.1136,-0.676875,0.414917,-0.39525,-0.597167,0.205125,-1.193875,-0.110667,0.6185,0.7515,0.947077,-2.241429,-2.2532,-2.1485,1.014143,-0.26925,0.530222,-2.83475,0.7445,0.727875,0.283667,-0.175,-0.514813,-2.6419,0.578636,1.375333,-0.93625,0.707167,0.986125,-2.90975,-0.3446,1.52375,1.571125,0.3385,0.607167
-0.466625,-0.0495,0.4485,-1.24425,0.060933,0.132375,0.908,0.3985,0.0877,-0.181667,0.5375,-1.619,1.433273,0.013,0.41,-0.9812,-0.7105,1.011083,0.8455,0.345333,0.84675,-1.210187,1.188,-0.6463,0.52075,0.408462,-0.567429,-0.254,-0.7579,-0.185875,0.019833,0.654778,-0.76025,0.5,0.473375,0.5825,0.346375,-2.002875,2.0764,0.834364,-2.757833,1.39225,0.148833,1.34725,-2.116375,0.0334,1.30075,0.425625,0.406625,1.211833
-0.58325,-1.347667,1.319,1.212375,-0.5584,0.491375,-1.4875,-0.96625,-1.5728,-1.144667,-1.08175,0.29075,-0.978182,-1.297833,0.4575,0.6513,1.179125,0.282083,-1.2785,-0.3805,-0.286875,1.343938,-0.560167,0.5329,-1.45575,-1.122615,1.828643,1.5474,1.9085,0.42475,0.031583,-1.388444,2.3665,-1.3025,0.446,0.052,-1.21575,0.306625,1.2587,-0.797364,0.817667,-1.401125,-1.004667,-1.565875,2.08875,2.9971,0.209,-0.7385,-1.097125,-0.964833
0.105375,0.113833,-0.412,-1.642875,-0.748267,-0.176375,0.13025,-0.3085,0.322,1.9195,0.45875,0.978,0.404091,-0.708333,0.043667,0.1862,1.971,-1.113167,0.5265,1.447667,0.024625,-1.245562,-0.7765,1.6032,0.39125,-0.017385,0.017286,1.2576,1.2766,-0.016875,0.061,0.282889,-1.65525,0.33775,-1.496875,0.445833,0.60625,-0.945437,0.3486,-0.186,1.665667,-0.17375,0.027333,0.2985,0.08125,-2.0839,-0.30175,-2.081375,-0.249,0.182167
-0.488375,-0.866833,0.92175,0.430375,0.087133,1.233375,0.4095,0.546375,-0.1278,0.397833,0.1245,-4.127,-0.188818,0.139667,-0.415167,-1.896,0.207875,2.185333,0.3585,-0.877833,1.096375,-1.7445,0.7975,0.0397,0.034,-0.015692,-2.004571,-1.9106,-2.0651,0.564625,-0.122083,0.446111,-2.55575,0.3945,1.068875,-0.703,-0.138125,-1.853125,3.0966,0.037364,2.039833,1.51475,0.537,0.650875,-2.496875,3.9101,-0.506,1.129625,-0.260375,0.996667
-0.234625,1.312833,1.76975,-0.8285,1.249067,1.049,0.6625,1.358625,0.7386,1.794167,0.262,0.9995,1.294091,0.232333,1.209,-1.3637,0.711625,-0.276833,1.30225,1.726333,-0.277375,-1.502687,-0.007667,0.5589,0.45075,0.346615,0.664071,0.1389,0.3246,0.0285,0.42475,0.352333,-2.09375,1.28675,1.13625,-0.027,2.70525,0.423375,1.4686,1.035,1.702167,-0.31525,0.2065,1.771375,-1.5435,2.6088,2.161375,1.1835,1.4065,0.0255
1.0135,0.323167,-0.03775,-3.792125,-0.1624,-0.1745,0.643,0.4415,0.5937,3.945667,0.5025,0.57925,-1.151273,1.146,0.2275,-1.6298,3.1705,-0.681917,1.487,1.5625,0.245125,-1.208875,1.181667,3.0076,0.76375,0.398923,-0.416214,0.0756,-0.5937,-1.703625,-0.054333,1.593222,-1.472,0.912,0.472875,0.690667,1.173625,0.454625,-1.217,0.172455,-1.019167,1.12,0.396333,0.519875,-1.917625,-2.2896,1.096625,-0.677625,0.973125,1.006833
0.406875,-2.510667,0.221,0.76925,-2.398133,-0.017875,-1.685,-0.837875,-1.4548,-1.857833,-2.958875,1.5375,-2.997455,-3.219,-0.975167,2.9508,-0.341875,-0.085,-2.04225,-0.241167,-1.110375,1.881625,-0.338833,-0.3194,-2.2965,-2.049462,3.299571,3.6256,3.6531,-0.15475,-0.672917,-2.375667,4.3195,-3.06325,-1.309125,-3.6385,-1.467125,1.2315,-0.4712,-0.907,1.247833,0.66225,-1.709,-2.703625,5.196,-0.0791,0.184625,-2.0435,-2.308875,-2.158833
-0.740625,1.664333,-0.2865,-3.344375,0.921867,-2.086,0.21925,0.973375,0.8442,-0.101667,0.369875,1.73425,0.464182,1.703167,-1.904333,2.2983,-0.892125,-6.728,0.77175,-0.326,-6.52975,3.3965,-2.216167,0.3383,1.1045,0.898769,1.112357,3.3721,0.5443,-2.218875,-0.368083,1.653333,4.743,1.6895,-4.346125,0.268333,0.331375,0.272188,-4.8478,-0.219273,-2.4625,1.8995,0.074167,0.187625,3.924375,-2.1601,-1.3595,-0.096375,-0.24025,0.054833
0.268875,0.0065,-0.7805,-1.241125,0.3434,0.038875,0.1575,0.61775,0.3774,2.853,-0.781875,-1.72325,-0.279273,0.4155,-0.016333,0.7046,3.33425,-4.608417,-0.009,3.113,0.54525,-0.68375,0.880667,2.8679,0.144,0.067308,-1.956286,-2.4023,-1.9644,-0.31025,0.55025,0.193667,-2.27875,0.0285,0.44625,0.399833,2.37025,-1.894875,-1.5361,0.105182,-2.779667,1.6705,0.249167,2.589,1.92425,-0.6379,2.28275,-0.776625,0.2625,-0.5725
-1.482625,0.046167,-0.50525,-0.267125,-0.1136,0.45375,0.81025,0.435125,0.2251,-0.092167,-0.047375,1.3125,-0.082545,0.916,0.481333,0.9113,2.252625,-1.856667,0.2705,1.503,-0.387,0.099875,0.123167,2.3136,-0.03625,0.285923,1.233429,1.5895,0.9058,-0.272,0.06075,0.297889,0.98325,1.373,0.458125,0.766167,1.017375,-0.126437,2.3333,-0.176182,-0.145,0.0405,0.8495,1.36125,-1.271375,0.6301,3.188875,0.926125,0.627375,0.275333
-0.571625,0.1145,0.1895,1.07275,-1.253667,-0.033375,-1.34525,-0.66075,-0.5446,-1.262333,-1.905125,-0.73675,-1.362727,-1.132833,0.922333,1.2087,0.346125,0.718417,-1.13325,1.3685,0.3295,0.38,-0.273833,0.236,-0.75025,-1.869769,-1.1355,-1.7142,-1.686,1.24325,-0.1095,-1.305333,-1.9455,-1.3805,0.930875,0.719833,-1.02,-0.562938,-1.8565,0.115727,4.255667,-2.2075,-1.015167,-2.167875,-2.101125,0.0334,3.000125,-1.236875,-1.37825,-1.607333
-0.661125,0.335833,-0.69175,0.061625,-0.1288,-0.659625,-1.236,0.339625,-0.4741,-0.1955,0.324875,1.5395,0.396364,-0.241167,0.343167,-0.8597,-0.2385,2.1945,-0.45025,-0.803333,0.7445,-0.785875,-0.679833,-0.8037,-0.2875,-0.968308,-0.644714,-1.1783,-0.6071,1.120714,0.25125,-0.735889,-0.1815,-0.319,-0.852625,0.193833,-0.08825,0.3835,0.4864,-0.008545,0.356667,-1.045125,0.125,-0.289625,-0.331375,-0.0402,0.51725,-1.350375,0.037875,-0.446
-0.108375,1.255167,-0.97775,-2.477875,1.272133,0.4735,0.64875,0.508625,0.5448,0.8645,-0.6015,-1.07375,0.757,0.238,-1.197,0.0171,2.567875,-5.657333,0.99025,3.554167,-0.291875,0.057813,-0.686,2.5075,0.56325,-0.328308,0.665214,0.1294,0.2057,-2.080625,-0.4905,0.567444,0.2455,0.6725,-0.03925,0.185333,0.18,1.255313,-2.6597,0.641182,-2.349333,0.9055,0.2975,1.892875,1.615125,-1.557,3.104,-0.231375,0.085625,0.173333
0.201375,-0.843667,1.4235,1.485625,-0.910733,0.255625,-0.788,-0.672625,-0.8248,-1.139333,-0.40375,1.0135,-0.417909,-0.011167,-0.3705,0.5648,0.498625,0.1365,-0.3515,-0.3625,-0.191875,0.177563,0.126667,0.3158,-0.57975,-0.431154,1.511857,1.2921,1.1486,0.57275,-0.06275,-1.061444,2.24175,-1.13875,-0.423625,0.204667,-0.806125,1.046125,2.5457,-0.802091,3.246833,-1.255125,-0.857167,-1.3955,2.12375,2.2736,0.397875,-0.19225,-1.078125,-0.505167
-0.302625,-0.144667,-0.923,-1.311625,0.354533,0.53575,-0.06675,0.3225,0.157,2.404,-0.504375,-0.77575,-0.815818,-0.2375,-0.4955,0.2975,2.42475,-4.519,0.0415,0.025333,-1.68275,0.624938,0.150333,2.3379,0.35575,0.711462,-0.420643,-0.5936,-0.0776,-1.4915,2.366,-0.446222,0.00025,-0.63325,-0.643875,-1.524833,0.689875,-1.79025,-2.0075,0.340455,-2.433833,-1.157375,0.867167,0.9845,0.179375,-2.5229,1.8505,-0.32875,0.3555,-0.3185
-0.15825,-0.719167,0.1935,0.289875,-0.758333,0.329,0.15575,-0.26325,0.2963,-0.2345,-0.112375,-1.26425,-0.006,-0.626667,0.5655,-0.5793,0.0455,1.80725,-0.23225,-0.787333,0.750375,-0.957375,-0.403667,-0.2193,-0.59625,-0.584923,-1.696643,-1.5835,-1.7797,1.0765,-0.155,-0.927778,-1.667,-0.5105,1.291125,0.417167,-0.467625,-0.931187,2.8643,-0.795545,0.428,-0.5805,-0.356833,0,0.661,0.9177,-0.98725,0.1395,-0.232375,-0.4675
-0.331625,-0.248833,-0.59475,-4.55475,0.315267,0.335375,-0.4825,0.6925,0.1509,-0.334333,0.026625,1.14175,-0.078182,-0.254167,-0.359333,1.7471,-0.26075,1.27125,0.291,0.9855,0.310375,0.343625,-1.785167,1.1918,-0.2025,-0.401231,-0.657,-0.7102,-0.8731,-0.489667,1.076083,-0.818222,-0.28425,0.31275,-1.068,-0.442333,1.218625,1.568375,-3.4134,-0.017545,-1.870667,1.31625,-0.719,-0.6495,-2.059875,-1.6445,1.045875,-0.838625,0.501,-0.482667
